name.forbes-billionaires,lastName.forbes-billionaires,uri.forbes-billionaires,imageUri.forbes-billionaires,worthChange.forbes-billionaires,age.forbes-billionaires,source.forbes-billionaires,industry.forbes-billionaires,gender.forbes-billionaires,country.forbes-billionaires,timestamp.forbes-billionaires,realTimeWorth.forbes-billionaires,realTimeRank.forbes-billionaires,realTimePosition.forbes-billionaires,position.forbes-china-billionaires,rank.forbes-china-billionaires,name.forbes-china-billionaires,lastName.forbes-china-billionaires,uri.forbes-china-billionaires,imageUri.forbes-china-billionaires,worth.forbes-china-billionaires,age.forbes-china-billionaires,source.forbes-china-billionaires,industry.forbes-china-billionaires,gender.forbes-china-billionaires,Cosine
Zheng Jianjiang,Zheng,zheng-jianjiang,zheng-jianjiang,2.646,57,electrical equipment,Manufacturing,M,China,1516704901086,1328.521,1741,1741,274,272,Zheng Jianjiang,Zheng,zheng-jianjiang,zheng-jianjiang,1410,57,electrical equipment,Manufacturing,M,//specials-images.forbesimg.com/imageserve/589f2de84bbe6f0e5586894c/416x416.jpg?background=000000&cropX1=206&cropX2=557&cropY1=203&cropY2=554,99
Zhou Mingjie,Zhou,zhou-mingjie,no-pic,empty,60,lighting installations,Technology,M,China,1506115993420,13,13,Zhou Qunfei,Zhou,zhou-qunfei,zhou-qunfei,10600,48,smartphone screens,Technology,F,//specials-images.forbesimg.com/imageserve/561f080ce4b0ffa7afe5df56/416x416.jpg?background=000000&cropX1=108&cropX2=647&cropY1=82&cropY2=622,49
Zhou Mingjie,Zhou,zhou-mingjie,no-pic,empty,60,lighting installations,Technology,M,China,1506115993420,56,56,Zhou Jianping,Zhou,zhou-jianping,zhou-jianping,4140,57,fashion retail,Fashion & Retail,M,http://specials-images.forbesimg.com/imageserve/580943c3a7ea435b91b04804/416x416.jpg?background=000000&cropX1=16&cropX2=473&cropY1=119&cropY2=577,49
Zhou Mingjie,Zhou,zhou-mingjie,no-pic,empty,60,lighting installations,Technology,M,China,1506115993420,160,159,Zhou Yaoting,Zhou,zhou-yaoting,no-pic,1960,74,"apparel real estate",Diversified,M,49
Zhou Mingjie,Zhou,zhou-mingjie,no-pic,empty,60,lighting installations,Technology,M,China,1506115993420,201,201,Zhou Xiaoguang,Zhou,zhou-xiaoguang,zhou-xiaoguang,1720,56,real estate,Real Estate,F,//specials-images.forbesimg.com/imageserve/589f2f9031358e1a35ab276c/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=118&cropY2=862,49
Zhou Mingjie,Zhou,zhou-mingjie,no-pic,empty,60,lighting installations,Technology,M,China,1506115993420,221,218,Zhou Chengjian,Zhou,zhou-chengjian,zhou-chengjian,1630,52,fashion retail,Fashion & Retail,M,//specials-images.forbesimg.com/imageserve/589f2e7831358e1a35ab2759/416x416.jpg?background=000000&cropX1=16&cropX2=726&cropY1=103&cropY2=814,49
Zhou Mingjie,Zhou,zhou-mingjie,no-pic,empty,60,lighting installations,Technology,M,China,1506115993420,254,251,Zhou Hongyi,Zhou,zhou-hongyi,zhou-hongyi,1490,47,security software,Technology,M,//specials-images.forbesimg.com/imageserve/589f2f00a7ea431f321947dc/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=306&cropY2=1050,49
Zhou Mingjie,Zhou,zhou-mingjie,no-pic,empty,60,lighting installations,Technology,M,China,1506115993420,262,260,Zhou Liangzhang,Zhou,zhou-liangzhang,no-pic,1460,55,equipment,Manufacturing,M,49
Zhou Mingjie,Zhou,zhou-mingjie,no-pic,empty,60,lighting installations,Technology,M,China,1506115993420,277,275,Zhou Yifeng,Zhou,zhou-yifeng-1,no-pic,1400,49,chemicals,Manufacturing,M,49
Zhou Mingjie,Zhou,zhou-mingjie,no-pic,empty,60,lighting installations,Technology,M,China,1506115993420,278,275,Zhou Zongwen,Zhou,zhou-zongwen,no-pic,1400,60,jewelry,Fashion & Retail,M,49
Zhou Mingjie,Zhou,zhou-mingjie,no-pic,empty,60,lighting installations,Technology,M,China,1506115993420,297,294,Zhou Yongli,Zhou,zhou-yongli,no-pic,1320,63,conglomerate,Manufacturing,M,//specials-images.forbesimg.com/imageserve/589f2ffda7ea431f321947f2/416x416.jpg?background=000000&cropX1=77&cropX2=568&cropY1=23&cropY2=514,49
Zhou Mingjie,Zhou,zhou-mingjie,no-pic,empty,60,lighting installations,Technology,M,China,1506115993420,310,307,Zhou Bajin,Zhou,zhou-bajin,no-pic,1290,82,auto parts,Manufacturing,M,49
Zhou Mingjie,Zhou,zhou-mingjie,no-pic,empty,60,lighting installations,Technology,M,China,1506115993420,351,344,Zhou Wenyu,Zhou,zhou-wenyu,no-pic,1170,53,real estate,Real Estate,M,49
Zhou Mingjie,Zhou,zhou-mingjie,no-pic,empty,60,lighting installations,Technology,M,China,1506115993420,361,352,Zhou Liwu,Zhou,zhou-liwu,no-pic,1160,55,water filters,Manufacturing,M,49
Zhou Yifeng,Zhou,zhou-yifeng-1,no-pic,5.41,49,chemicals,Manufacturing,M,China,1516704901086,1413.713,1668,1668,277,275,Zhou Yifeng,Zhou,zhou-yifeng-1,no-pic,1400,49,chemicals,Manufacturing,M,99
Zhou Yunjie,Zhou,zhou-yunjie,zhou-yunjie,empty,56,packaging,Manufacturing,M,China,1506115990292,13,13,Zhou Qunfei,Zhou,zhou-qunfei,zhou-qunfei,10600,48,smartphone screens,Technology,F,//specials-images.forbesimg.com/imageserve/561f080ce4b0ffa7afe5df56/416x416.jpg?background=000000&cropX1=108&cropX2=647&cropY1=82&cropY2=622,49
Zhou Yunjie,Zhou,zhou-yunjie,zhou-yunjie,empty,56,packaging,Manufacturing,M,China,1506115990292,56,56,Zhou Jianping,Zhou,zhou-jianping,zhou-jianping,4140,57,fashion retail,Fashion & Retail,M,http://specials-images.forbesimg.com/imageserve/580943c3a7ea435b91b04804/416x416.jpg?background=000000&cropX1=16&cropX2=473&cropY1=119&cropY2=577,49
Zhou Yunjie,Zhou,zhou-yunjie,zhou-yunjie,empty,56,packaging,Manufacturing,M,China,1506115990292,160,159,Zhou Yaoting,Zhou,zhou-yaoting,no-pic,1960,74,"apparel real estate",Diversified,M,49
Zhou Yunjie,Zhou,zhou-yunjie,zhou-yunjie,empty,56,packaging,Manufacturing,M,China,1506115990292,201,201,Zhou Xiaoguang,Zhou,zhou-xiaoguang,zhou-xiaoguang,1720,56,real estate,Real Estate,F,//specials-images.forbesimg.com/imageserve/589f2f9031358e1a35ab276c/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=118&cropY2=862,49
Zhou Yunjie,Zhou,zhou-yunjie,zhou-yunjie,empty,56,packaging,Manufacturing,M,China,1506115990292,221,218,Zhou Chengjian,Zhou,zhou-chengjian,zhou-chengjian,1630,52,fashion retail,Fashion & Retail,M,//specials-images.forbesimg.com/imageserve/589f2e7831358e1a35ab2759/416x416.jpg?background=000000&cropX1=16&cropX2=726&cropY1=103&cropY2=814,49
Zhou Yunjie,Zhou,zhou-yunjie,zhou-yunjie,empty,56,packaging,Manufacturing,M,China,1506115990292,254,251,Zhou Hongyi,Zhou,zhou-hongyi,zhou-hongyi,1490,47,security software,Technology,M,//specials-images.forbesimg.com/imageserve/589f2f00a7ea431f321947dc/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=306&cropY2=1050,49
Zhou Yunjie,Zhou,zhou-yunjie,zhou-yunjie,empty,56,packaging,Manufacturing,M,China,1506115990292,262,260,Zhou Liangzhang,Zhou,zhou-liangzhang,no-pic,1460,55,equipment,Manufacturing,M,49
Zhou Yunjie,Zhou,zhou-yunjie,zhou-yunjie,empty,56,packaging,Manufacturing,M,China,1506115990292,277,275,Zhou Yifeng,Zhou,zhou-yifeng-1,no-pic,1400,49,chemicals,Manufacturing,M,49
Zhou Yunjie,Zhou,zhou-yunjie,zhou-yunjie,empty,56,packaging,Manufacturing,M,China,1506115990292,278,275,Zhou Zongwen,Zhou,zhou-zongwen,no-pic,1400,60,jewelry,Fashion & Retail,M,49
Zhou Yunjie,Zhou,zhou-yunjie,zhou-yunjie,empty,56,packaging,Manufacturing,M,China,1506115990292,297,294,Zhou Yongli,Zhou,zhou-yongli,no-pic,1320,63,conglomerate,Manufacturing,M,//specials-images.forbesimg.com/imageserve/589f2ffda7ea431f321947f2/416x416.jpg?background=000000&cropX1=77&cropX2=568&cropY1=23&cropY2=514,49
Zhou Yunjie,Zhou,zhou-yunjie,zhou-yunjie,empty,56,packaging,Manufacturing,M,China,1506115990292,310,307,Zhou Bajin,Zhou,zhou-bajin,no-pic,1290,82,auto parts,Manufacturing,M,49
Zhou Yunjie,Zhou,zhou-yunjie,zhou-yunjie,empty,56,packaging,Manufacturing,M,China,1506115990292,351,344,Zhou Wenyu,Zhou,zhou-wenyu,no-pic,1170,53,real estate,Real Estate,M,49
Zhou Yunjie,Zhou,zhou-yunjie,zhou-yunjie,empty,56,packaging,Manufacturing,M,China,1506115990292,361,352,Zhou Liwu,Zhou,zhou-liwu,no-pic,1160,55,water filters,Manufacturing,M,49
Chen Jiancheng,Chen,chen-jiancheng,chen-jiancheng,-6.56,59,manufacturing,Manufacturing,M,China,1516704901086,1000.1,2020,2020,73,73,Chen Dongsheng,Chen,chen-dongsheng,no-pic,3600,60,insurance,Finance and Investments,M,//specials-images.forbesimg.com/imageserve/5a05ff0b4bbe6f37dda22ab7/416x416.jpg?background=000000&cropX1=1661&cropX2=4997&cropY1=14&cropY2=3350,49
Chen Jiancheng,Chen,chen-jiancheng,chen-jiancheng,-6.56,59,manufacturing,Manufacturing,M,China,1516704901086,1000.1,2020,2020,90,90,Chen Fashu,Chen,chen-fashu,chen-fashu,3100,57,investments,Finance and Investments,M,//specials-images.forbesimg.com/imageserve/5a061a6b31358e542c051d52/416x416.jpg?background=000000&cropX1=400&cropX2=2723&cropY1=5&cropY2=2326,49
Chen Jiancheng,Chen,chen-jiancheng,chen-jiancheng,-6.56,59,manufacturing,Manufacturing,M,China,1516704901086,1000.1,2020,2020,93,93,Chen Bang,Chen,chen-bang,chen-bang,3030,52,hospitals,Healthcare,M,//specials-images.forbesimg.com/imageserve/c0e911b1254c2a8ff552dcb819a51b50/416x416.jpg?background=000000&cropX1=6&cropX2=739&cropY1=61&cropY2=794,49
Chen Jiancheng,Chen,chen-jiancheng,chen-jiancheng,-6.56,59,manufacturing,Manufacturing,M,China,1516704901086,1000.1,2020,2020,109,109,Chen Jianhua,Chen,chen-jianhua,chen-jianhua,2590,47,chemicals,Manufacturing,M,//specials-images.forbesimg.com/imageserve/589ce89aa7ea431f3219275d/416x416.jpg?background=000000&cropX1=68&cropX2=694&cropY1=192&cropY2=819,49
Chen Jiancheng,Chen,chen-jiancheng,chen-jiancheng,-6.56,59,manufacturing,Manufacturing,M,China,1516704901086,1000.1,2020,2020,132,132,Chen Qingzhou,Chen,chen-qingzhou,no-pic,2300,52,communications equipment,Telecom,M,49
Chen Jiancheng,Chen,chen-jiancheng,chen-jiancheng,-6.56,59,manufacturing,Manufacturing,M,China,1516704901086,1000.1,2020,2020,135,135,Chen Jinxia,Chen,chen-jinxia,no-pic-female,2290,49,investments,Finance and Investments,F,49
Chen Jiancheng,Chen,chen-jiancheng,chen-jiancheng,-6.56,59,manufacturing,Manufacturing,M,China,1516704901086,1000.1,2020,2020,136,136,Chen Hua,Chen,chen-hua-1,chen-hua-1,2280,52,real estate,Real Estate,M,//specials-images.forbesimg.com/imageserve/589ce2114bbe6f0e558666f7/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=103&cropY2=844,49
Chen Jiancheng,Chen,chen-jiancheng,chen-jiancheng,-6.56,59,manufacturing,Manufacturing,M,China,1516704901086,1000.1,2020,2020,165,165,Chen Qixing,Chen,chen-qixing,no-pic,1910,58,electronics components,Technology,M,49
Chen Jiancheng,Chen,chen-jiancheng,chen-jiancheng,-6.56,59,manufacturing,Manufacturing,M,China,1516704901086,1000.1,2020,2020,177,177,Chen Dejun,Chen,chen-dejun,no-pic,1840,47,package delivery,Logistics,M,//specials-images.forbesimg.com/imageserve/589cebf1a7ea431f321927c9/416x416.jpg?background=000000&cropX1=147&cropX2=511&cropY1=243&cropY2=607,49
Chen Jiancheng,Chen,chen-jiancheng,chen-jiancheng,-6.56,59,manufacturing,Manufacturing,M,China,1516704901086,1000.1,2020,2020,202,202,Chen Xiaoying,Chen,chen-xiaoying,no-pic-female,1700,41,package delivery,Logistics,F,49
Chen Jiancheng,Chen,chen-jiancheng,chen-jiancheng,-6.56,59,manufacturing,Manufacturing,M,China,1516704901086,1000.1,2020,2020,203,202,Chen Xueli,Chen,chen-xueli,no-pic,1700,67,pharmaceuticals,Healthcare,M,//specials-images.forbesimg.com/imageserve/589ceb5c4bbe6f0e5586699b/416x416.jpg?background=000000&cropX1=19&cropX2=713&cropY1=35&cropY2=730,49
Chen Jiancheng,Chen,chen-jiancheng,chen-jiancheng,-6.56,59,manufacturing,Manufacturing,M,China,1516704901086,1000.1,2020,2020,205,205,Chen Feng,Chen,chen-feng-1,no-pic,1690,64,conglomerate,Diversified,M,49
Chen Jiancheng,Chen,chen-jiancheng,chen-jiancheng,-6.56,59,manufacturing,Manufacturing,M,China,1516704901086,1000.1,2020,2020,210,210,Chen Zhuolin,Chen,chen-zhuolin,chen-zhuolin,1670,55,real estate,Real Estate,M,49
Chen Jiancheng,Chen,chen-jiancheng,chen-jiancheng,-6.56,59,manufacturing,Manufacturing,M,China,1516704901086,1000.1,2020,2020,238,238,Chen Tianqiao,Chen,chen-tianqiao,chen-tianqiao,1550,44,online games,Technology,M,49
Chen Jiancheng,Chen,chen-jiancheng,chen-jiancheng,-6.56,59,manufacturing,Manufacturing,M,China,1516704901086,1000.1,2020,2020,272,272,Chen Ningning,Chen,chen-ningning,chen-ningning,1410,47,minerals,Metals & Mining,F,49
Chen Jiancheng,Chen,chen-jiancheng,chen-jiancheng,-6.56,59,manufacturing,Manufacturing,M,China,1516704901086,1000.1,2020,2020,323,323,Chen Xiaxin,Chen,chen-xiaxin,no-pic,1230,55,manufacturing,Diversified,M,49
Chen Jiancheng,Chen,chen-jiancheng,chen-jiancheng,-6.56,59,manufacturing,Manufacturing,M,China,1516704901086,1000.1,2020,2020,345,344,Chen Bo,Chen,chen-bo,no-pic,1170,47,wind power generation,Energy,M,49
Chen Jiancheng,Chen,chen-jiancheng,chen-jiancheng,-6.56,59,manufacturing,Manufacturing,M,China,1516704901086,1000.1,2020,2020,352,352,Chen Dakui,Chen,chen-dakui,no-pic,1160,66,shrink-wrap film,Manufacturing,M,49
Chen Jiancheng,Chen,chen-jiancheng,chen-jiancheng,-6.56,59,manufacturing,Manufacturing,M,China,1516704901086,1000.1,2020,2020,377,377,Chen Jinsong,Chen,chen-jinsong,chen-jinsong,1120,54,real estate,Real Estate,M,49
He Zhiping,He,he-zhiping,he-zhiping,empty,54,investments,Finance and Investments,M,China,1506116028112,7,7,He Xiangjian,He,he-xiangjian,he-xiangjian,18700,75,home appliances,Manufacturing,M,//specials-images.forbesimg.com/imageserve/5a0b1ea8a7ea436b47b558e1/416x416.jpg?background=000000&cropX1=4&cropX2=2000&cropY1=609&cropY2=2606,49
He Zhiping,He,he-zhiping,he-zhiping,empty,54,investments,Finance and Investments,M,China,1506116028112,79,79,He Qiaonv,He,he-qiaonv,he-qiaonv,3400,51,landscape architecture,Service,F,//specials-images.forbesimg.com/imageserve/5a060006a7ea436b47b5340c/416x416.jpg?background=000000&cropX1=959&cropX2=2461&cropY1=907&cropY2=2409,49
He Zhiping,He,he-zhiping,he-zhiping,empty,54,investments,Finance and Investments,M,China,1506116028112,222,222,He Ningning,He,he-ningning,no-pic,1620,47,manufacturing,Manufacturing,M,49
He Zhiping,He,he-zhiping,he-zhiping,empty,54,investments,Finance and Investments,M,China,1506116028112,325,324,He Simo,He,he-simo,no-pic,1220,52,power supply manufacturer,Manufacturing,M,49
He Zhiping,He,he-zhiping,he-zhiping,empty,54,investments,Finance and Investments,M,China,1506116028112,374,373,He Yamin,He,he-yamin,no-pic,1130,60,manufacturing,Manufacturing,M,49
Hoi Kin Hong,Hoi,hoi-kin-hong,no-pic,68.877,65,real estate,Real Estate,M,Macau,1516704901086,1637.968,1480,1480,245,245,Hoi Kin Hong,Hoi,hoi-kin-hong,no-pic,1500,65,real estate,Real Estate,M,100
Hua Yong,Hua,hua-yong,no-pic,empty,54,software,Technology,M,China,1506116024455,40,40,Yu Yong,Yu,yu-yong,no-pic,5400,56,mining,Finance and Investments,M,49
Hua Yong,Hua,hua-yong,no-pic,empty,54,software,Technology,M,China,1506116024455,136,136,Chen Hua,Chen,chen-hua-1,chen-hua-1,2280,52,real estate,Real Estate,M,//specials-images.forbesimg.com/imageserve/589ce2114bbe6f0e558666f7/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=103&cropY2=844,49
Hua Yong,Hua,hua-yong,no-pic,empty,54,software,Technology,M,China,1506116024455,212,212,Li Yong,Li,li-yong-1,no-pic,1650,empty,chemicals,Manufacturing,M,49
Hua Yong,Hua,hua-yong,no-pic,empty,54,software,Technology,M,China,1506116024455,306,303,Wang Yong,Wang,wang-yong,wang-yong,1300,67,food sweeteners,Food and Beverage,M,49
Hua Yong,Hua,hua-yong,no-pic,empty,54,software,Technology,M,China,1506116024455,388,383,Xue Hua,Xue,xue-hua,no-pic,1100,48,Agribusiness,Manufacturing,M,49
Huang Bingwen,Huang,huang-bingwen,no-pic,7.38,64,cigarette packaging,Manufacturing,M,Australia,1516704901086,1094.315,1961,1961,354,352,Huang Bingwen,Huang,huang-bingwen,no-pic,1160,64,cigarette packaging,Manufacturing,M,99
Kuan Kam Hon,Kuan,kuan-kam-hon,kuan-kam-hon,176.978,70,synthetic gloves,Manufacturing,M,Malaysia,1516704901086,2735.849,907,907,353,352,Hon Kwok Lung,Hon,hon-kwok-lung,no-pic,1160,62,real estate,Fashion & Retail,M,//specials-images.forbesimg.com/imageserve/589f62a0a7ea431f32194ba1/416x416.jpg?background=000000&cropX1=56&cropX2=742&cropY1=111&cropY2=797,33
Lee Hwa-Kyung,Lee,lee-hwa-kyung,lee-hwa-kyung,empty,61,snack foods,Food and Beverage,F,South Korea,1506116018762,340,339,Lee Yin Yee,Lee,lee-yin-yee,no-pic,1190,66,Glass,Manufacturing,M,40
Lee Sang-Hyuk,Lee,lee-sang-hyuk,lee-sang-hyuk,0,46,investments,Technology,M,South Korea,1516704901086,1000,2021,2025,340,339,Lee Yin Yee,Lee,lee-yin-yee,no-pic,1190,66,Glass,Manufacturing,M,40
Li Yihai,Li,li-yihai,no-pic,0,55,pharmaceuticals,Healthcare,M,China,1516704901086,1549.344,1551,1551,247,245,Li Yihai,Li,li-yihai,no-pic,1500,55,pharmaceuticals,Healthcare,M,99
Liu Canglong,Liu,liu-canglong-1,liu-canglong-1,empty,62,conglomerate,Diversified,M,China,1506116007294,18,18,Liu Qiangdong,Liu,liu-qiangdong,liu-qiangdong,9400,43,e-commerce,Technology,M,//specials-images.forbesimg.com/imageserve/5a05f122a7ea436b47b532de/416x416.jpg?background=000000&cropX1=269&cropX2=2788&cropY1=5&cropY2=2523,49
Liu Canglong,Liu,liu-canglong-1,liu-canglong-1,empty,62,conglomerate,Diversified,M,China,1506116007294,28,28,Liu Yongxing,Liu,liu-yongxing,liu-yongxing,6400,69,agribusiness,Service,M,//specials-images.forbesimg.com/imageserve/5a05f5144bbe6f37dda229ca/416x416.jpg?background=000000&cropX1=358&cropX2=3209&cropY1=6&cropY2=2855,49
Liu Canglong,Liu,liu-canglong-1,liu-canglong-1,empty,62,conglomerate,Diversified,M,China,1506116007294,46,46,Liu Yonghao,Liu,liu-yonghao,liu-yonghao,4850,66,agribusiness,Service,M,//specials-images.forbesimg.com/imageserve/5a05f9194bbe6f37dda22a3f/416x416.jpg?background=000000&cropX1=314&cropX2=2971&cropY1=6&cropY2=2662,49
Liu Canglong,Liu,liu-canglong-1,liu-canglong-1,empty,62,conglomerate,Diversified,M,China,1506116007294,67,67,Liu Zhongtian,Liu,liu-zhongtian,liu-zhongtian,3750,53,aluminum products,Manufacturing,M,//specials-images.forbesimg.com/imageserve/5a0b25cc4bbe6f6cadc87890/416x416.jpg?background=000000&cropX1=630&cropX2=2546&cropY1=9&cropY2=1923,49
Liu Canglong,Liu,liu-canglong-1,liu-canglong-1,empty,62,conglomerate,Diversified,M,China,1506116007294,184,184,Liu Zhiqiang,Liu,liu-zhiqiang,liu-zhiqiang,1800,53,conglomerate,Diversified,M,49
Liu Canglong,Liu,liu-canglong-1,liu-canglong-1,empty,62,conglomerate,Diversified,M,China,1506116007294,199,199,Liu Hanyuan,Liu,liu-hanyuan,no-pic,1730,54,agribusiness,Food and Beverage,M,//specials-images.forbesimg.com/imageserve/589d23b131358e1a35ab0b56/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=155&cropY2=899,49
Liu Canglong,Liu,liu-canglong-1,liu-canglong-1,empty,62,conglomerate,Diversified,M,China,1506116007294,220,218,Liu Baolin,Liu,liu-baolin,liu-baolin,1630,64,pharmacies,Fashion & Retail,M,49
Liu Canglong,Liu,liu-canglong-1,liu-canglong-1,empty,62,conglomerate,Diversified,M,China,1506116007294,289,286,Liu Shaobo,Liu,liu-shaobo,no-pic,1340,56,printed circuit boards,Technology,M,49
Liu Canglong,Liu,liu-canglong-1,liu-canglong-1,empty,62,conglomerate,Diversified,M,China,1506116007294,292,291,Liu Zhenguo,Liu,liu-zhenguo,no-pic,1330,52,sewage treatment,Service,M,49
Liu Canglong,Liu,liu-canglong-1,liu-canglong-1,empty,62,conglomerate,Diversified,M,China,1506116007294,308,307,Liu Jincheng,Liu,liu-jincheng,no-pic,1290,53,lithium batteries,Technology,M,//specials-images.forbesimg.com/imageserve/589d248ba7ea431f321929e0/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=110&cropY2=854,49
Liu Canglong,Liu,liu-canglong-1,liu-canglong-1,empty,62,conglomerate,Diversified,M,China,1506116007294,356,352,Liu Xuejing,Liu,liu-xuejing,liu-xuejing,1160,67,"copper poultry",Diversified,M,49
Liu Canglong,Liu,liu-canglong-1,liu-canglong-1,empty,62,conglomerate,Diversified,M,China,1506116007294,364,362,Liu Bing,Liu,liu-bing,no-pic,1150,49,retail,Fashion & Retail,M,49
Liu Canglong,Liu,liu-canglong-1,liu-canglong-1,empty,62,conglomerate,Diversified,M,China,1506116007294,398,395,Liu Zhendong,Liu,liu-zhendong,no-pic,1070,empty,industrial parks,Service,M,49
Liu Hanyuan,Liu,liu-hanyuan,no-pic,165.818,54,agribusiness,Food and Beverage,M,China,1516704901086,2216.253,1138,1138,199,199,Liu Hanyuan,Liu,liu-hanyuan,no-pic,1730,54,agribusiness,Food and Beverage,M,//specials-images.forbesimg.com/imageserve/589d23b131358e1a35ab0b56/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=155&cropY2=899,99
Liu Jianjun,Liu,liu-jianjun,no-pic,empty,57,mining,Metals & Mining,M,China,1506116029269,18,18,Liu Qiangdong,Liu,liu-qiangdong,liu-qiangdong,9400,43,e-commerce,Technology,M,//specials-images.forbesimg.com/imageserve/5a05f122a7ea436b47b532de/416x416.jpg?background=000000&cropX1=269&cropX2=2788&cropY1=5&cropY2=2523,49
Liu Jianjun,Liu,liu-jianjun,no-pic,empty,57,mining,Metals & Mining,M,China,1506116029269,28,28,Liu Yongxing,Liu,liu-yongxing,liu-yongxing,6400,69,agribusiness,Service,M,//specials-images.forbesimg.com/imageserve/5a05f5144bbe6f37dda229ca/416x416.jpg?background=000000&cropX1=358&cropX2=3209&cropY1=6&cropY2=2855,49
Liu Jianjun,Liu,liu-jianjun,no-pic,empty,57,mining,Metals & Mining,M,China,1506116029269,30,30,Wei Jianjun,Wei,wei-jianjun,wei-jianjun,6200,53,automobiles,Automotive,M,//specials-images.forbesimg.com/imageserve/5a05f5ca31358e542c05195b/416x416.jpg?background=000000&cropX1=880&cropX2=3651&cropY1=0&cropY2=2769,49
Liu Jianjun,Liu,liu-jianjun,no-pic,empty,57,mining,Metals & Mining,M,China,1506116029269,46,46,Liu Yonghao,Liu,liu-yonghao,liu-yonghao,4850,66,agribusiness,Service,M,//specials-images.forbesimg.com/imageserve/5a05f9194bbe6f37dda22a3f/416x416.jpg?background=000000&cropX1=314&cropX2=2971&cropY1=6&cropY2=2662,49
Liu Jianjun,Liu,liu-jianjun,no-pic,empty,57,mining,Metals & Mining,M,China,1506116029269,67,67,Liu Zhongtian,Liu,liu-zhongtian,liu-zhongtian,3750,53,aluminum products,Manufacturing,M,//specials-images.forbesimg.com/imageserve/5a0b25cc4bbe6f6cadc87890/416x416.jpg?background=000000&cropX1=630&cropX2=2546&cropY1=9&cropY2=1923,49
Liu Jianjun,Liu,liu-jianjun,no-pic,empty,57,mining,Metals & Mining,M,China,1506116029269,184,184,Liu Zhiqiang,Liu,liu-zhiqiang,liu-zhiqiang,1800,53,conglomerate,Diversified,M,49
Liu Jianjun,Liu,liu-jianjun,no-pic,empty,57,mining,Metals & Mining,M,China,1506116029269,199,199,Liu Hanyuan,Liu,liu-hanyuan,no-pic,1730,54,agribusiness,Food and Beverage,M,//specials-images.forbesimg.com/imageserve/589d23b131358e1a35ab0b56/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=155&cropY2=899,49
Liu Jianjun,Liu,liu-jianjun,no-pic,empty,57,mining,Metals & Mining,M,China,1506116029269,220,218,Liu Baolin,Liu,liu-baolin,liu-baolin,1630,64,pharmacies,Fashion & Retail,M,49
Liu Jianjun,Liu,liu-jianjun,no-pic,empty,57,mining,Metals & Mining,M,China,1506116029269,289,286,Liu Shaobo,Liu,liu-shaobo,no-pic,1340,56,printed circuit boards,Technology,M,49
Liu Jianjun,Liu,liu-jianjun,no-pic,empty,57,mining,Metals & Mining,M,China,1506116029269,292,291,Liu Zhenguo,Liu,liu-zhenguo,no-pic,1330,52,sewage treatment,Service,M,49
Liu Jianjun,Liu,liu-jianjun,no-pic,empty,57,mining,Metals & Mining,M,China,1506116029269,308,307,Liu Jincheng,Liu,liu-jincheng,no-pic,1290,53,lithium batteries,Technology,M,//specials-images.forbesimg.com/imageserve/589d248ba7ea431f321929e0/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=110&cropY2=854,49
